title,id,link,totalTime,cookTime,description,imageLink,weatherTempTag,weatherConditionTag
Slow Cooker Golden Mushroom Pork & Apples,25221,http://www.campbellskitchen.com/recipes/slow-cooker-golden-mushroom-pork-apples-25221,250,240,"Put this together in your slow cooker before work and you will come home to a delicious pork dish loaded with flavor. Boneless pork chops, golden mushroom soup, apple cider vinegar, Worcestershire, onions and apple slices slow cook to perfection in a sweet and savory sauce that everyone will enjoy. Give it a try, this recipe is a definite keeper!",http://www.campbellskitchen.com/recipeimages/slow-cooker-golden-mushroom-pork-apples-large-25221.jpg,,
Polynesian Pork Chops,25219,http://www.campbellskitchen.com/recipes/polynesian-pork-chops-25219,50,25,Enjoy tropical flavors any time of year with this savory skillet dish featuring tender pork chops in a flavorful pineapple-soy-mushroom sauce.,http://www.campbellskitchen.com/recipeimages/polynesian-pork-chops-large-25219.jpg,,
Mushroom-Garlic Pork Chops,24850,http://www.campbellskitchen.com/recipes/mushroom-garlic-pork-chops-24850,25,20,"This favorite pork chop dish, served over egg noodles with a tasty sauce is just like mom used to make. Only quicker and easier! It's the perfect weeknight dinner.",http://www.campbellskitchen.com/recipeimages/mushroom-garlic-pork-chops-large-24850.jpg,,
Hawaiian Ham & Pineapple Pizza,900744,http://www.campbellskitchen.com/recipes/hawaiian-ham-pineapple-pizza-900744,25,10,"This island-inspired pizza is super easy to prepare but packs a flavorful punch! Naan flatbread is topped with a fruity salsa, diced ham, mozzarella cheese and green onion for a perfectly delicious pizza that will steal the show.",http://www.campbellskitchen.com/recipeimages/hawaiian-ham-pineapple-pizza-large-900744.jpg,,
Herbed Pork Roast & Creamy Mushroom Gravy,25745,http://www.campbellskitchen.com/recipes/herbed-pork-roast-creamy-mushroom-gravy-25745,85,75,"We love this recipe because it's easy, elegant and simply delicious!",http://www.campbellskitchen.com/recipeimages/herbed-pork-roast-creamy-mushroom-gravy-large-25745.jpg,,
Quick Glazed Pork & Rice Skillet,51012,http://www.campbellskitchen.com/recipes/quick-glazed-pork-rice-skillet-51012,30,25,This speedy skillet dish features browned boneless pork chops and rice simmered in an easy-to-make sweet and sour sauce.,http://www.campbellskitchen.com/recipeimages/quick-glazed-pork-rice-skillet-large-51012.jpg,,
Slow Cooker Fall Harvest Pork Stew,60556,http://www.campbellskitchen.com/recipes/slow-cooker-fall-harvest-pork-stew-60556,440,420,"Slow cooking ensures meltingly tender results in this rich and satisfying pork stew packed with apples, butternut squash and parsnips. It's delish!",http://www.campbellskitchen.com/recipeimages/slow-cooker-fall-harvest-pork-stew-large-60556.jpg,,
Slow-Cooked Pulled Pork Sliders,50443,http://www.campbellskitchen.com/recipes/slow-cooked-pulled-pork-sliders-50443,500,490,"Looking for the perfect addition to a relaxed menu? Try these mouthwateringly delicious pulled pork sliders. The slow cooker does the work for you. So when it's meal time or party time, you can join the fun!",http://www.campbellskitchen.com/recipeimages/slow-cooked-pulled-pork-sliders-large-50443.jpg,,
Creamy Pork Sawtay,26132,http://www.campbellskitchen.com/recipes/creamy-pork-saut%C3%A9-26132,35,25,"Strips of pork loin, celery and onion are coated in a creamy sauce and served over a bed of rice for this satisfying family supper that's ready in just 35 minutes.",http://www.campbellskitchen.com/recipeimages/creamy-pork-saut%C3%A9-large-26132.jpg,,
Pork with Mushroom Dee-zhawn Sauce,24866,http://www.campbellskitchen.com/recipes/pork-with-mushroom-dijon-sauce-24866,35,26,"White wine and mustard season a creamy sauce for topping tender, golden pork chops. And they're ready in less than 40 minutes.",http://www.campbellskitchen.com/recipeimages/pork-with-mushroom-dijon-sauce-large-24866.jpg,,
Skillet Pork Chops & Beans,24719,http://www.campbellskitchen.com/recipes/skillet-pork-chops-beans-24719,30,20,"This 30-minute dish uses prepared pork and beans, together with celery, onion and brown sugar to add flavor and substance to sawtayed pork chops.",http://www.campbellskitchen.com/recipeimages/skillet-pork-chops-beans-large-24719.jpg,,
Pork Chops with Creamy Onion Sauce,24328,http://www.campbellskitchen.com/recipes/pork-chops-with-creamy-onion-sauce-24328,25,20,Four ingredients and twenty-five minutes are all you need to make these moist and flavorful pork chops that the whole family is sure to love.,http://www.campbellskitchen.com/recipeimages/pork-chops-with-creamy-onion-sauce-large-24328.jpg,,
"Louisiana-Style Chicken, Sausage & Shrimp Skillet",62111,"http://www.campbellskitchen.com/recipes/louisiana-style-chicken,-sausage-shrimp-skillet-62111",90,50,"This Louisiana Creole-inspired dish is hearty and loaded with fantastic flavor. Chicken, sausage, shrimp and fresh veggies are simmered in a savory tomato soup mixture. Wow your family by serving it tonight for dinner, it's sure to earn rave reviews!","http://www.campbellskitchen.com/recipeimages/louisiana-style-chicken,-sausage-shrimp-skillet-large-62111.jpg",,
Herbed Pork Chops in Mushroom Sauce,24219,http://www.campbellskitchen.com/recipes/herbed-pork-chops-in-mushroom-sauce-24219,40,25,"Golden brown, seasoned pork chops simmer with onion in a creamy mushroom sauce and are served over hot cooked rice.",http://www.campbellskitchen.com/recipeimages/herbed-pork-chops-in-mushroom-sauce-large-24219.jpg,,
