title,id,link,totalTime,cookTime,description,imageLink,weatherTempTag,weatherConditionTag
Caramelized Onion Tart,50007,http://www.campbellskitchen.com/recipes/caramelized-onion-tart-50007,105,90,Slowly cooking sweet onions until golden creates a sophisticated filling between the flaky puff pastry crust and the smooth Grewyair and Parmesan cheese topping.,http://www.campbellskitchen.com/recipeimages/caramelized-onion-tart-large-50007.jpg,,
Roasted Tomato and Onion Tart,50050,http://www.campbellskitchen.com/recipes/roasted-tomato-and-onion-tart-50050,125,110,"This meatless main dish features flaky puff pastry topped with roasted tomatoes and onion, and lots of shredded mozzarella cheese.  It's so good, it will have everyone craving vegetarian fare.",http://www.campbellskitchen.com/recipeimages/roasted-tomato-and-onion-tart-large-50050.jpg,,
Broccoli & Cheese Stuffed Shells,25425,http://www.campbellskitchen.com/recipes/broccoli-cheese-stuffed-shells-25425,50,25,Large pasta shells stuffed with creamy cheese and chopped broccoli are laced with seasoned tomato sauce and baked until piping hot.,http://www.campbellskitchen.com/recipeimages/broccoli-cheese-stuffed-shells-large-25425.jpg,,
Italian Frittata,25748,http://www.campbellskitchen.com/recipes/italian-frittata-25748,35,20,"Perfect for breakfast, brunch or a light supper, this baked Italian omelet sports fresh tomato, sawtayed onion and two kinds of cheese.",http://www.campbellskitchen.com/recipeimages/italian-frittata-large-25748.jpg,,
Mushroom & Goat Cheese Tart,25346,http://www.campbellskitchen.com/recipes/mushroom-goat-cheese-tart-25636,105,90,"Creamy goat cheese, sawtayed mushrooms, shallots and herbs fill a flaky puff pastry crust to make this elegant and savory tart.",http://www.campbellskitchen.com/recipeimages/mushroom-goat-cheese-tart-large-25636.jpg,,
Slow-Cooked Ratatouille with Penne,27100,http://www.campbellskitchen.com/recipes/slow-cooked-ratatouille-with-penne-27100,355,330,"You won't miss the meat at all in this fabulous veggie and pasta dish that slow-cooks for hours so that the flavors really develop. You'll see how the zucchini, eggplant and peppers combine to make a mouthwatering pasta topper.",http://www.campbellskitchen.com/recipeimages/slow-cooked-ratatouille-with-penne-large-27100.jpg,,
Roasted Vegetable Ratatouille,60749,http://www.campbellskitchen.com/recipes/roasted-vegetable-ratatouille-60749,55,30,Here's an updated version of a classic ratatouille. Roasting the vegetables makes this version so much better than the original. And it's ready in less than one hour! ,http://www.campbellskitchen.com/recipeimages/roasted-vegetable-ratatouille-large-60749.jpg,,
Chili Con Queso Bites,23023,http://www.campbellskitchen.com/recipes/chili-con-queso-bites-23023,20,10,The Southwestern inspired flavors of Pace Picante Sauce combined with Cheddar cheese and chili powder create these delicious appetizers.,http://www.campbellskitchen.com/recipeimages/chili-con-queso-bites-large-23023.jpg,,
Nacho Cheese Bites,23971,http://www.campbellskitchen.com/recipes/nacho-cheese-bites-23971,85,65,Bite-size appetizers are always perfect for entertaining these fit into both casual settings or more upscale cocktail parties. Serve with additional salsa for dipping.,http://www.campbellskitchen.com/recipeimages/nacho-cheese-bites-large-23971.jpg,,
Eggplant Tomato Gratin,27109,http://www.campbellskitchen.com/recipes/eggplant-tomato-gratin-27109,65,35,"Layers of eggplant, tomatoes, onion and cheese baked in a creamy sauce and topped with bread crumbs. Now you know this is going to be good!",http://www.campbellskitchen.com/recipeimages/eggplant-tomato-gratin-large-27109.jpg,,
Easy Spinach Stuffed Peppers,61774,http://www.campbellskitchen.com/recipes/easy-spinach-stuffed-peppers-61774,45,35,"Fresh peppers are stuffed with a delicious combination featuring spinach, herb-seasoned stuffing, cream of mushroom soup and Parmesan cheese. Topped with mozzarella and baked to perfection, these stuffed peppers are simply irresistible!",http://www.campbellskitchen.com/recipeimages/easy-spinach-stuffed-peppers-large-61774.jpg,,
Vegetable Minestrone Soup,26297,http://www.campbellskitchen.com/recipes/vegetable-minestrone-soup-26297,40,30,"Loaded with vegetables, this comforting and delicious minestrone is ready in only 40 minutes.",http://www.campbellskitchen.com/recipeimages/vegetable-minestrone-soup-large-26297.jpg,,
Farfalle Primavera,62205,http://www.campbellskitchen.com/recipes/farfalle-primavera-62205,35,10,This easy pasta dish features saut_ed fresh vegetables simmered in a savory broth all tossed with farfalle pasta and Parmesan cheese. It's perfect for busy weeknights and is on the table in just 35 minutes!,http://www.campbellskitchen.com/recipeimages/farfalle-primavera-large-62205.jpg,,
Oven-Roasted Beet Soup with Orange Cream,50268,http://www.campbellskitchen.com/recipes/oven-roasted-beet-soup-with-orange-cream-50268,55,35,"Oven-roasted beets, parsnips and onion provide a flavorful base for this richly flavored soup that is ready to serve in less than one hour.",http://www.campbellskitchen.com/recipeimages/oven-roasted-beet-soup-with-orange-cream-large-50268.jpg,,
Creamy Southwest Tomato Soup,26101,http://www.campbellskitchen.com/recipes/creamy-southwest-tomato-soup-26101,10,5,"Sometimes the easiest recipes taste the best, and here's a great example. Salsa, tomato soup and milk blend together beautifully to make a delightful soup.",http://www.campbellskitchen.com/recipeimages/creamy-southwest-tomato-soup-large-26101.jpg,,
Range-Top Margherita-Style Pizza,25807,http://www.campbellskitchen.com/recipes/range-top-margherita-style-pizza-25807,20,5,"Toasted whole wheat bread is seasoned with oregano and topped with tomatoes, melted mozzarella and fresh basil for an impromptu classic ""pizza"".",http://www.campbellskitchen.com/recipeimages/range-top-margherita-style-pizza-large-25807.jpg,,
Pan-Grilled Veggie & Cheese Sandwiches,25822,http://www.campbellskitchen.com/recipes/pan-grilled-veggie-cheese-sandwiches-25822,20,15,"Favorite Mediterranean vegetables like eggplant, red pepper and portobello mushrooms mix with balsamic vinegar and mozzarella cheese to fill slices of whole wheat bread in this scrumptious grilled sandwich.",http://www.campbellskitchen.com/recipeimages/pan-grilled-veggie-cheese-sandwiches-large-25822.jpg,,
Eggplant Taleggio Panini,27752,http://www.campbellskitchen.com/recipes/eggplant-taleggio-panini-27252,30,15,"Here's a sandwich that really satisfies. Broiled eggplant, peppery arugula and Taleggio cheese in a multi-grain panini.  And it's ready in just 30 minutes!",http://www.campbellskitchen.com/recipeimages/eggplant-taleggio-panini-large-27252.jpg,,
