title,id,link,totalTime,cookTime,description,imageLink,weatherTempTag,weatherConditionTag
Spinach Artichoke Crab Dip,50295,http://www.campbellskitchen.com/recipes/spinach-artichoke-crab-dip-50295,40,20,"When you really want an appetizer that will impress your guests, this is the one to make. It combines spinach-artichoke spreadable cheese and lump crabmeat, that's baked until hot and golden. it's so good!",http://www.campbellskitchen.com/recipeimages/spinach-artichoke-crab-dip-large-50295.jpg,,
Herbed Tuna Dip,50325,http://www.campbellskitchen.com/recipes/herbed-tuna-dip-50325,20,0,"Unexpected guests are no problem, because this tasty dip uses on-hand ingredients to make a delicious dip, perfect with crackers or assorted dippers.",http://www.campbellskitchen.com/recipeimages/herbed-tuna-dip-large-50325.jpg,,
Picante Shrimp & Pepper Pasta,24899,http://www.campbellskitchen.com/recipes/picante-shrimp-pepper-pasta-24899,25,15,"Yes, you can get this vibrant, Creole-flavored dish on the table in less than a half-hour. This dish will save you on busy weeknights, but it's good enough for relaxed weekend dinners too!",http://www.campbellskitchen.com/recipeimages/picante-shrimp-pepper-pasta-large-24899.jpg,,
Shrimp Stuffed Shells,24962,http://www.campbellskitchen.com/recipes/shrimp-stuffed-shells-24962,60,35,"Feta and Parmesan cheeses combine with the fresh flavor of shrimp star in this kicked-up, crowd-pleasing casserole.",http://www.campbellskitchen.com/recipeimages/shrimp-stuffed-shells-large-24962.jpg,,
Papaya Shrimp Salad,50481,http://www.campbellskitchen.com/recipes/papaya-shrimp-salad-50481,15,0,"Are you in the mood for a salad, but looking for something different? Try this fresh and flavor-packed version, with tropical ingredients highlighted by a lemon-picante dressing.",http://www.campbellskitchen.com/recipeimages/papaya-shrimp-salad-large-50481.jpg,,
Pan-Seared Salmon in Peach Mango Sauce,50492,http://www.campbellskitchen.com/recipes/pan-seared-salmon-in-peach-mango-sauce-50492,50,30,"Each serving of this tender pan-seared salmon provides a full serving of vegetables and is served on a bed of brown rice, topped with a fantastic sauce made with V8 V-Fusion Peach Mango, fresh mango, red pepper, garlic, spinach, honey, lime juice and cilantro.",http://www.campbellskitchen.com/recipeimages/pan-seared-salmon-in-peach-mango-sauce-large-50492.jpg,,
Grilled Tomatillo Tuna Steaks,50525,http://www.campbellskitchen.com/recipes/grilled-tomatillo-tuna-steaks-50525,60,40,Here's an easy way to add a burst of fresh flavor to grilled tuna steaks.  Prepared tomatillo salsa is the secret ingredient adds lots of flavor without a lot of work. Fire up the grill and give this delicious dish a try.,http://www.campbellskitchen.com/recipeimages/grilled-tomatillo-tuna-steaks-large-50525.jpg,,
Cod Veracruz,25044,http://www.campbellskitchen.com/recipes/cod-veracruz-25044,35,20,The fresh flavors of the Mexican seacoast are featured in this simple baked dish flavored with a zesty sauce.,http://www.campbellskitchen.com/recipeimages/cod-veracruz-large-25044.jpg,,
Glazed Salmon Puffs with Citrus Salsa,50796,http://www.campbellskitchen.com/recipes/glazed-salmon-puffs-with-citrus-salsa-50796,45,10,"This vibrant and distinctive main dish features a bed of crisp salad greens topped with a puff pastry shell, brimming with tender glazed salmon and a refreshing citrus salsa. Elegant, yet surprisingly easy, it's ready in just 45 minutes.",http://www.campbellskitchen.com/recipeimages/glazed-salmon-puffs-with-citrus-salsa-large-50796.jpg,,
Fish with Peach Mango Salsa & Rice,51007,http://www.campbellskitchen.com/recipes/fish-with-peach-mango-salsa-rice-51007,15,10,In just 15 minutes you can add a little island flair to sawtayed fish that's finished in a fresh and kicky peach mango salsa.,http://www.campbellskitchen.com/recipeimages/fish-with-peach-mango-salsa-rice-large-51007.jpg,,
Roasted Garlic & Herb Shrimp with Spaghetti,51022,http://www.campbellskitchen.com/recipes/roasted-garlic-herb-shrimp-with-spaghetti-51022,35,15,Spaghetti and shrimp are tossed with a spicy red sauce to make a quick-cooking dinner that fits right into your busy day.,http://www.campbellskitchen.com/recipeimages/roasted-garlic-herb-shrimp-with-spaghetti-large-51022.jpg,,
Picante Grilled Fish,25175,http://www.campbellskitchen.com/recipes/picante-grilled-fish-25175,15,10,All you need is fifteen minutes and a jar of picante sauce to add a punch of bold flavor to grilled salmon steaks.,http://www.campbellskitchen.com/recipeimages/picante-grilled-fish-large-25175.jpg,,
Seafood Tomato Alfredo,25271,http://www.campbellskitchen.com/recipes/seafood-tomato-alfredo-25271,35,20,Hot linguine is topped with a creamy tomato and mushroom sauce that is studded with chunks of tender white fish to make this luscious and satisfying fish dish.,http://www.campbellskitchen.com/recipeimages/seafood-tomato-alfredo-large-25271.jpg,,
Carole's Crab Rangoon Shells,51157,http://www.campbellskitchen.com/recipes/carole's-crab-rangoon-shells-51157,35,20,"Looking for something different to serve as an appetizer? Try these scrumptious crab filled puff pastry shells topped with a cherry-vinegar sauce. Yes, they're different, and really delicious!",http://www.campbellskitchen.com/recipeimages/carole's-crab-rangoon-shells-large-51157.jpg,,
Crusted Tilapia Florentine,51122,http://www.campbellskitchen.com/recipes/crusted-tilapia-florentine-51122,35,15,This restaurant-style dish is on the table in just over 35 minutes. prepared Italian sauce and frozen spinach makes it easy and delicious!,http://www.campbellskitchen.com/recipeimages/crusted-tilapia-florentine-large-51122.jpg,,
Crabmeat Strudel,51106,http://www.campbellskitchen.com/recipes/crabmeat-strudel-51106,135,105,"Wow your guests with this delectable appetizer featuring a flavorful crabmeat filling surrounded by layers of flaky puff pastry. It looks impressive, but it's easy to make!",http://www.campbellskitchen.com/recipeimages/crabmeat-strudel-large-51106.jpg,,
Seafood Pot Pie,51123,http://www.campbellskitchen.com/recipes/seafood-pot-pie-51123,95,85,"Break into the flaky puff pastry crust and you'll find a delectable pot pie filling packed with shrimp, imitation crabmeat and lots of vegetables. It's an impressive dish. And only you'll know how easy it is to make!",http://www.campbellskitchen.com/recipeimages/seafood-pot-pie-large-51123.jpg,,
Crazy Clams,51030,http://www.campbellskitchen.com/recipes/crazy-clams-51030,35,20,"What makes these clams crazy?  They're served in a tasty Italian sauce that's kicked up with garlic and crushed red pepper, and served with garlic toast to sop up the extra sauce. They're crazy good.",http://www.campbellskitchen.com/recipeimages/crazy-clams-large-51030.jpg,,
Grilled Fish Steaks with Chunky Tomato Sauce,25547,http://www.campbellskitchen.com/recipes/grilled-fish-steaks-with-chunky-tomato-sauce-25547,35,20,Fire up the grill to make these simple and delicious fish steaks accented with a slightly spicy tomato sauce.  They're ready in just 35 minutes!,http://www.campbellskitchen.com/recipeimages/grilled-fish-steaks-with-chunky-tomato-sauce-large-25547.jpg,,
Chicken & Shrimp Jambalaya,60568,http://www.campbellskitchen.com/recipes/chicken-shrimp-jambalaya-60568,80,55,You won't believe how easy it is to make this Cajun-style favorite!  So get out your skillet and get ready for a boldly flavored dish that's sure to please the whole family.,http://www.campbellskitchen.com/recipeimages/chicken-shrimp-jambalaya-large-60568.jpg,,
Seafood Chowder,25578,http://www.campbellskitchen.com/recipes/seafood-chowder-25578,40,15,"You don't have to live in New England to enjoy a delicious chowder. This version's loaded with seafood, easy-to-make, and ready in less than 45 minutes!",http://www.campbellskitchen.com/recipeimages/seafood-chowder-large-25578.jpg,,
Herbed Crab Cakes,25482,http://www.campbellskitchen.com/recipes/herbed-crab-cakes-25482,25,5,Set aside the bread crumbs. Herb-seasoned stuffing is the secret to moist and flavorful crab cakes.,http://www.campbellskitchen.com/recipeimages/herbed-crab-cakes-large-25482.jpg,,
Fabulous Fast Shrimp,25623,http://www.campbellskitchen.com/recipes/fabulous-fast-shrimp-25623,35,15,"Yes, you can make a restaurant-style dinner really fast. In this dish, shrimp sawtays quickly with trinity. Creole for green pepper, onion and celery. And is stirred into a creamy sauce to top hot rice.",http://www.campbellskitchen.com/recipeimages/fabulous-fast-shrimp-large-25623.jpg,,
Mini Crab Cakes with Creamy Picante Sauce,60761,http://www.campbellskitchen.com/recipes/mini-crab-cakes-with-creamy-picante-sauce-60761,60,45,Restaurant crab cakes can't compete with this simply delicious recipe. Our crab cakes have just enough breadcrumbs to hold them together. And the 2-ingredient dipping sauce is divine!,http://www.campbellskitchen.com/recipeimages/mini-crab-cakes-with-creamy-picante-sauce-large-60761.jpg,,
